shop_name,title,price,image_small
Maxima,"Konservuotos žaliosios alyvuogės be kauliukų WELL DONE, 450 g",1.69,https://cdn.barbora.lt/products/6918f394-a115-47ee-ae0a-a0fb265e90f6_s.png
Maxima,"Sūdyta silkių filė WELL DONE aliejuje, 240 g",1.37,https://cdn.barbora.lt/products/636beecb-7519-4886-a19d-c57c14dde12b_s.png
Maxima,"Skystasis skalbiklis PERWOLL COLOR BLOSSOM, 40 skalb., 2 l",8.55,https://cdn.barbora.lt/products/4e4fef79-ec1f-44c7-aa09-13aab11e1e32_s.png
Maxima,"Džiovintos spanguolės ARIMEX, 100 g",1.35,https://cdn.barbora.lt/products/9bd4d9f5-5b97-44eb-9e08-9afc7c184b19_s.png
Maxima,"Šiukšlių maišai su rankenėlėmis (120 l, 10 vnt.), 10 vnt.",1.89,https://cdn.barbora.lt/products/4a10968b-3dfa-4a4b-8c33-455694e64dd9_s.png
Maxima,"Kepimo rankovė UNIWELL, 3 m x 41 cm, 1 vnt.",1.39,https://cdn.barbora.lt/products/d5e0856f-f959-4682-977a-8b9e6856040d_s.png
Maxima,"Maltas cinamonas SANTA MARIA, 40 g",1.09,https://cdn.barbora.lt/products/531077c7-769a-42e6-ba66-dffc083b4fde_s.png
Maxima,"Dantų pasta JORDAN „FRESH BREATH“, 75 ml",2.99,https://cdn.barbora.lt/products/c942b3b8-0064-4401-ae61-b8c678c7234b_s.png
Maxima,"Citrinpipiriai SANTA MARIA, 70 g",1.24,https://cdn.barbora.lt/products/bac3dbc3-b432-48da-a57f-ed116a5c9428_s.png
Maxima,"Džiovintos ožerškio uogos ARIMEX, 100 g",1.79,https://cdn.barbora.lt/products/1413cc03-7431-4589-95c0-97be4bc15460_s.png
Maxima,"Saldainiai ROSHEN ANIS, anyžių skonio, 126 g",0.53,https://cdn.barbora.lt/products/15f32f2e-4fec-4dc6-aa5c-2b7241857b02_s.png
Maxima,"Avinžirniai GRALLA, 400 g",0.77,https://cdn.barbora.lt/products/ccf6928d-2e06-4e86-85d6-20dc67db689d_s.png
Maxima,"Reljefinis juodasis šokoladas RŪTA SĖKMĖS!, 45 g",1.99,https://cdn.barbora.lt/products/0ef618ea-7b39-425f-9dc0-3b03e690e66e_s.png
Maxima,"Vaisinė arbata VASAROS SKONIS su žemuogėmis, 50 g",1.31,https://cdn.barbora.lt/products/9e0eb859-a0d9-44ac-af2e-d62e0bc4b5fd_s.png
Maxima,"Žemės riešutai traškioje luobelėje JĖGA, grietin., svog. sk., 200 g",1.19,https://cdn.barbora.lt/products/fe994d57-2dd6-421f-bb18-9709018c8986_s.png
Maxima,"Makadamijos ARIMEX, 100 g",2.99,https://cdn.barbora.lt/products/71c07300-ce92-406b-ae0d-06044bdc5622_s.png
Maxima,"Gabalinis tualetinis muilas PALMOLIVE HYGIENE PLUS ALOE VERA, 90 g",0.99,https://cdn.barbora.lt/products/6c7dab87-fd19-4b68-a697-8faf0090de1d_s.png
Maxima,"Kepinti anakardžiai THE BEST OF ARIMEX, 140 g",2.75,https://cdn.barbora.lt/products/c9dd8b63-8a49-4fac-aab1-16184382a0fd_s.png
Maxima,"FELIX sriuba katėms su mėsa (jautiena, vištiena, ėriena) 6*48 g",2.09,https://cdn.barbora.lt/products/f9780423-8172-4e11-8e50-b6cf0d2e7795_s.png
Maxima,"Aguonų masė Helio, 850 g",2.49,https://cdn.barbora.lt/products/4559e57f-8871-436a-a266-329c1035b7b7_s.png
Maxima,"Žieminis automobilio stiklų ploviklis -25 °C, 4L",6.99,https://cdn.barbora.lt/products/539ccd78-9cf0-4fe2-a157-8613586465bb_s.png
Maxima,"Gabalinis tualetinis muilas DOVE COCONUT, 90 g",1.25,https://cdn.barbora.lt/products/97af1208-d094-415b-819e-5b49b83d09c6_s.png
Maxima,"Kūdikių servetėlės PAMPERS Harmonie Aqua, 3x48 vnt.",7.39,https://cdn.barbora.lt/products/9a2a9a5f-1f53-4728-9be2-2f7ebab4e3e1_s.png
Maxima,"Salotų mišinys DELICIOUS WELL DONE, 100 g, 100 g",0.89,https://cdn.barbora.lt/products/d713acf6-b877-4d17-80f3-acdcca4208fe_s.png
Maxima,"Varškės sūrelis JUMS, kakavos skonio, 24,4 % rieb., 38 g",0.39,https://cdn.barbora.lt/products/c991faee-a455-4af4-aadc-ce54e41a34fb_s.png
Maxima,"Plaukų šampūnas HEAD&SHOULDERS Classic Clean, 400 ml",8.49,https://cdn.barbora.lt/products/e90705b7-4198-49e7-aa20-1818653a562d_s.png
Maxima,"Trintų pomidorų padažas SUSLAVIČIAUS, 500 g",1.72,https://cdn.barbora.lt/products/70cc15d7-b2ff-434e-bcbf-a8798e5472b7_s.png
Maxima,"Atšildytos nevirtos baltakojų krevečių uodegėlės WELL DONE, 300 g",5.99,https://cdn.barbora.lt/products/83e1905b-faa8-4792-811e-022eaf7aa06f_s.png
Maxima,"Popieriniai kosmetiniai vatos pagaliukai DIVUS, 200 vnt., 200 vnt.",0.89,https://cdn.barbora.lt/products/ac839f62-479b-4fd1-bebe-2c025a349f9b_s.png
Maxima,"Sausainių dekoravimo rinkinys DR. OETKER, 379 g",3.99,https://cdn.barbora.lt/products/e9d848d8-e148-49ef-9694-cf10cd8d15d4_s.png
Maxima,"Skystasis skalbiklis PERWOLL SPORT, 40 skalb., 2 l",8.55,https://cdn.barbora.lt/products/666de676-f4cb-45bc-a632-5d32ab25dd38_s.png
Maxima,"Pabarstukų rinkinys DR.OETKER RUDOLPH, 115 g",2.19,https://cdn.barbora.lt/products/0c255210-8d88-415c-9a58-e0c691230302_s.png
Maxima,"Svogūnų ir granatų čatnis WELL DONE PREMIUM, 170 g",1.99,https://cdn.barbora.lt/products/43e7b3f9-8260-49f1-9bff-cb4577583a4a_s.png
Maxima,"Kepti sūrio gabaliukai BBQ JON-CHEDAR, 43 % rieb. s. m., 80 g",1.69,https://cdn.barbora.lt/products/e7c28714-a088-40f6-9c20-63e45ce5b55d_s.png
Maxima,"Džiovinti obuoliai ARIMEX, 200 g",2.09,https://cdn.barbora.lt/products/994b14b4-255e-4840-8eb4-f4c7f1851236_s.png
Maxima,"Šaldytos geltonosios šparaginės pupelės HORTEX, 450 g",1.75,https://cdn.barbora.lt/products/efde531f-2bee-4c2c-9847-a7ecb01dfe90_s.png
Maxima,"Makaronų prieskoniai SANTA MARIA, 22 g",0.49,https://cdn.barbora.lt/products/56ce6b02-d50a-437e-89ca-aef1d7d05da2_s.png
Maxima,"V. r. karkų vyniotinis ROKIŠKIO MĖSINĖ, I r., 1 kg",8.49,https://cdn.barbora.lt/products/12bdd59c-f8a0-447a-b8cb-4358da6c88de_s.png
Maxima,"Raikyta duona MULTIGRANO SCHAR be glitimo, 250 g",2.58,https://cdn.barbora.lt/products/9ff0372f-6622-42c5-91e1-7a6d268b1f6f_s.png
Maxima,"Gabalinis tualetinis muilas PALMOLIVE ALMOND & MILK, 90 g",0.99,https://cdn.barbora.lt/products/1d020e01-a098-4380-bfe3-6d4fa4730c32_s.png
Maxima,"Šviežiu sūriu įdaryti abrikosai WELL DONE PREMIUM, 250 g",2.99,https://cdn.barbora.lt/products/8000b03c-2f77-4756-b0e2-bda0e21a380d_s.png
Maxima,"SKIN627 lakštinė veido kaukė gaivinamoji su kolagenu ir peptidais, 22 ml",1.59,https://cdn.barbora.lt/products/a598cc6d-f199-4906-a871-38d9f2a67e57_s.png
Maxima,"Trumų skonio bulvių traškučiai CHAZZ, 90 g",1.39,https://cdn.barbora.lt/products/9235fad4-0aea-4550-b6d9-4c65c06ff38b_s.png
Maxima,"Kiaulienos KABANOS dešrelės su sūriu TARCZYNSKI, II r., 95 g",1.29,https://cdn.barbora.lt/products/b29811b9-ac6a-4cd1-8712-8b896b8f58be_s.png
Maxima,"Sausainiai su česnakais ir petražolėmis WELL DONE PREMIUM, 75 g",1.59,https://cdn.barbora.lt/products/b97f1a9e-2bfb-420b-9ba7-f269a8b5966b_s.png
Maxima,"Juodosios alyvuogės ITLV SUPER be kauliukų, 350 g",1.94,https://cdn.barbora.lt/products/32fa5aa7-eb7d-431e-abfb-6ce9be8ccc22_s.png
Maxima,"Kūd. dantų šepetėlis-kramtukas JORDAN, 0-2 m., ypač minkštas, 1 vnt.",2.89,https://cdn.barbora.lt/products/69e1d4e8-0b62-4462-9ed5-131e8cddb7f5_s.png
Maxima,"Džiovintos spanguolės SEEBERGER, 125 g",2.09,https://cdn.barbora.lt/products/64ba8604-0d0d-4c02-84a6-cbd8ccd21adb_s.png
Maxima,"Saldainiai su marcipanu MOZART KUGELNS, 300g",6.39,https://cdn.barbora.lt/products/74e68515-dfe8-4f7a-b2f4-ac9295420b78_s.png
Maxima,"Konservuotas visavertis kačių ėdalas SHEBA DUETT, 340 g",2.3,https://cdn.barbora.lt/products/b02e824b-e693-4fa2-8fcb-49b4d392f08e_s.png
Maxima,Dantų pasta LACALUT aktiv,4.99,https://cdn.barbora.lt/products/c2bad718-41c8-4707-bf08-f2302ef8d040_s.png
Maxima,Filtravimo kasetė AQUAPHOR MAXFOR B25,5.99,https://cdn.barbora.lt/products/cc36d76d-ed05-4d36-9359-370553d8957c_s.png
Maxima,"Šaldytos graikiškos daržovės HORTEX kepmui, 400 g",2.04,https://cdn.barbora.lt/products/a381b2e8-ac5b-4510-bc32-0a2e8f4c726b_s.png
Maxima,"Žalieji lęšiai GRALLA, 400 g",0.83,https://cdn.barbora.lt/products/8d3329d1-c446-465e-a93e-570edb37cf5f_s.png
Maxima,"Dantų pasta COLGATE TRIPLE ACTION, 125 ml",3.29,https://cdn.barbora.lt/products/5b3f11a1-2864-48d4-861e-bfed7104c12e_s.png
Maxima,"FELIX sriuba katėms su žuvimis (menkėmis, tunais, plekšnėmis) 6*48 g",2.09,https://cdn.barbora.lt/products/f0174d14-c639-462b-afe4-155ffc615676_s.png
Maxima,"Dantų šepetėlis LACALUT SENSITIVE, 1 vnt.",2.23,https://cdn.barbora.lt/products/bad4a7a5-1269-4c1b-bf20-080a53594551_s.png
Maxima,"Virtas KLEBONIŠKAS liežuvio vyniotinis, a. r., 1 kg",7.59,https://cdn.barbora.lt/products/8d22a4ba-be81-47f7-8220-49c3380bc9e6_s.png
Maxima,"Skystasis muilas NIDA su gintaro ekstraktu, papildymas, 500 ml",1.89,https://cdn.barbora.lt/products/36408a3c-5dd6-493b-baa4-ec7fa3d67c86_s.png
Maxima,"Migdolai ARIMEX be luobelių, 100 g",1.79,https://cdn.barbora.lt/products/51627bc8-d58e-4b0d-b79f-78c878aed1b7_s.png
Maxima,"Smulkinti česnakai SANTA MARIA 25 g, 25 g",0.59,https://cdn.barbora.lt/products/c231b517-d0ac-43f9-9c13-242f0ef3b517_s.png
Maxima,"Drėgnos servetėlės SIRENA, 15 vnt.",0.35,https://cdn.barbora.lt/products/e62607d1-17e6-4238-aec1-e32c6b9b4835_s.png
Maxima,"Dantų siūlas JORDAN EVERYDAY, 60 m.",2.79,https://cdn.barbora.lt/products/ab3bd57f-acd0-4f8a-a729-096f9b9e524a_s.png
Maxima,"Visų grūdo dalių makaronai (sraigteliai) WELL DONE, 500 g",0.69,https://cdn.barbora.lt/products/fa923d36-36d1-4604-8bfa-deb936175f5e_s.png
Maxima,"Šokoladinė figūrėlė MALTESERS REINDEER, 29 g",0.99,https://cdn.barbora.lt/products/dc9e7834-8778-4075-96b7-39591f92f698_s.png
Maxima,"Šiukšlių maišai(240l,5vnt) HOME EXPERT, 50mk",2.79,https://cdn.barbora.lt/products/00545a10-8a92-435d-b531-46b1ae4a7ce9_s.png
Maxima,"Popierinės keksiukų formelės ILAJA, 50 vnt., 50 vnt.",1.49,https://cdn.barbora.lt/products/10e62e7a-4be5-47f3-bc84-5fe894a740f6_s.png
Maxima,"Indiškų prieskonių GARAM MASALA mišinys SANTA MARIA, 33 g",0.79,https://cdn.barbora.lt/products/bee4bb7f-bf00-485e-859f-fcfa10c3dbd0_s.png
Maxima,"Žolelių arbata RELAX ŽOLYNĖLIS su kanapėmis, 30 g",1.49,https://cdn.barbora.lt/products/33acec2a-77f1-4c3e-ab19-5a8cb62220d9_s.png
Maxima,"Karštai rūkytos MEDŽIOTOJŲ dešrelės be antibiotikų, a. r., 250 g",2.09,https://cdn.barbora.lt/products/2046dd6d-56e0-4e67-9afc-3bfa3c93f390_s.png
Maxima,"Vytinta TERIYAKI jautiena, a. r., 40 g",2.79,https://cdn.barbora.lt/products/fe4a4045-1c8b-486f-b446-6d0a7afc120f_s.png
Maxima,"Krekerių asorti WELL DONE PREMIUM, 220 g",4.99,https://cdn.barbora.lt/products/1a87fb9d-2b19-4a5a-a8aa-b72a078c1222_s.png
Maxima,"Dantų pasta JORDAN „WHITE SMILE“, 75 ml",2.99,https://cdn.barbora.lt/products/1da872e0-d22c-4d8a-af88-fccc34aa2b57_s.png
Maxima,"Meduoliai FAZER, 175 g",1.49,https://cdn.barbora.lt/products/2e9a18da-a468-45bd-8500-8bf43a447caf_s.png
Maxima,"Šokoladinis Kalėdų Senelis SMARTIES, 50 g",1.39,https://cdn.barbora.lt/products/8556b7df-7d7c-4a47-ad61-bc64c153e6bf_s.png
Maxima,"SKIN627 lakštinė veido kaukė drėkinamoji su hialuronu ir skvalanu, 22 ml",1.59,https://cdn.barbora.lt/products/56771767-c7d8-4c89-b43c-639e184aa8b8_s.png
Maxima,"Vanilinis plombyras KLASIKA su razinomis, 70 g",0.79,https://cdn.barbora.lt/products/4a24ad12-5a80-4c21-8692-7b39e9bcc786_s.png
Maxima,"Migdolai ARIMEX, 100 g",1.89,https://cdn.barbora.lt/products/f427812e-33ab-4b4a-b49a-082f7c28df47_s.png
Maxima,"Higieniniai paketai ALWAYS Ultra Secure Night, S4, 24 vnt.",5.59,https://cdn.barbora.lt/products/ad24facc-95b4-4e01-a7bb-7cd2d8464173_s.png
Maxima,"Kūdikių servetėlės PAMPERS Sensitive, Plastic Free, 4x52 vnt.",6.99,https://cdn.barbora.lt/products/a9a13b82-28df-4d5b-a2cb-c3b615be87b5_s.png
Maxima,"Saldus aitriųjų paprikų marinatas SANTA MARIA, 75 g",0.47,https://cdn.barbora.lt/products/b21b836e-10c4-4762-b25c-a042da129ff0_s.png
Maxima,"Dušo želė NEUTRAL, 250 ml",3.99,https://cdn.barbora.lt/products/1dd53021-1ae9-43ab-9c21-79db33037db2_s.png
Maxima,"Smulkintos kalendros SANTA MARIA, 20 g",0.54,https://cdn.barbora.lt/products/b9aaed2c-a9be-4fff-8c09-bd004fe3a840_s.png
Maxima,"Duonos traškučiai BON CHANCE su sūriu ir česnakais, 240 g",1.79,https://cdn.barbora.lt/products/69b74945-0374-4ad0-b7f7-e5b59f2159cb_s.png
Maxima,"KAKĖS MAKĖS dantų pasta ECODENTA vaikams, 75 ml",3.19,https://cdn.barbora.lt/products/593ef2a3-2c85-4ae1-8446-6a7081836b86_s.png
Maxima,"Žolelių arbata ŽOLYNĖLIS GASTRUS, 30 g",1.49,https://cdn.barbora.lt/products/2e20bb9b-7242-48c7-8dbe-e8e2d39b0a47_s.png
Maxima,"Salotų prieskoniai VEGETA, 20 g",0.48,https://cdn.barbora.lt/products/983861ab-80b4-41e6-82e1-7eb9583f2191_s.png
Maxima,"Žalioji arbata TWININGS, citrinų skonio, 40 g",3.17,https://cdn.barbora.lt/products/6673a2e0-5453-4138-bdfb-e2b4bf3c0e1a_s.png
Maxima,"Sausai marinuoti BRAZILIŠKI kiaulienos šoninės kepsneliai, 300 g",4.19,https://cdn.barbora.lt/products/b18f7ac0-d54e-462e-8eee-6945107ad0a8_s.png
Maxima,"Juodasis kartusis šokoladas (70 %) LAIMA, 90 g",1.6,https://cdn.barbora.lt/products/88f584ea-b818-4550-9c6d-50fde95c066a_s.png
Maxima,"Rūkytas čederio sūris WELL DONE PREMIUM, 48 % rieb. s. m., 160 g",2.99,https://cdn.barbora.lt/products/f57a74f6-771d-46b6-8440-bbf5da43c228_s.png
Maxima,"Makaronai DELVERDE FARFALLE Nr. 222 (kaspinėliai), 500 g",1.09,https://cdn.barbora.lt/products/4add758c-d0a2-4c43-99ad-d59bd093a62b_s.png
Maxima,"Šventinis aguonų gėrimo mišinys ALVO, 250 g",1.99,https://cdn.barbora.lt/products/1abae999-f170-4c7f-95f1-94706ced177a_s.png
Maxima,"Originalus SUSLAVIČIAUS pomidorų padažas be pridėtinio, 490 g",1.55,https://cdn.barbora.lt/products/16d51619-1c51-4308-81d7-54b63ff10235_s.png
Maxima,"Pjaustyta vytinta dešra ESPANA EXTRA, I r., 80 g",1.45,https://cdn.barbora.lt/products/3d40974e-b96f-4597-a761-11208c3006bb_s.png
Maxima,"Vanilinis plombyras KLASIKA VANILLA, 65 g",0.79,https://cdn.barbora.lt/products/000f9b57-4151-4a9b-8228-81a549bb44f2_s.png
Maxima,"Ekologiški visų grūdo dalių spagečiai DELVERDE, Nr. 141, 500 g",1.19,https://cdn.barbora.lt/products/1f441178-34d3-4bd3-b774-554bca61fb30_s.png
Maxima,"Purškiamasis ypač tyras alyvuogių aliejus LA ESPANOLA, 200 ml",3.59,https://cdn.barbora.lt/products/f9ff011b-f1c7-4681-bbb2-44770e7cd515_s.png
Maxima,"Maistinė plėvelė UNIWELL, 20 m x 0,29 m, 1 vnt.",0.89,https://cdn.barbora.lt/products/5a5cc294-ae32-4df5-8a2a-d680a1d461c6_s.png
Maxima,"Ciberžolės SAUDA, 30 g",0.55,https://cdn.barbora.lt/products/d625d1b8-7b46-42a3-baee-674c7a8698d1_s.png
Maxima,"Maltos rūkytos paprikos SANTA MARIA, 37 g",1.34,https://cdn.barbora.lt/products/08be0425-714c-4f1e-b009-4fbf3830a62c_s.png
Maxima,"Žalios alyvuogės be kauliukų WELL DONE, 280 g",1.39,https://cdn.barbora.lt/products/6a161f75-87df-417c-8996-67e944554d25_s.png
Maxima,"Saldainių rinkinys ROSHEN. KALĖDINĖ EGLUTĖ, 300 g	",2.69,https://cdn.barbora.lt/products/d7180101-15be-425f-bac4-d50a608b28dd_s.png
Maxima,"Šokoladiniai saldainiai MILKA BONBONS OREO, 86 g	",2.99,https://cdn.barbora.lt/products/d3eb5c8f-2a8b-4fa6-b189-a5d5cf05624b_s.png
Maxima,"Virta DAKTARIŠKA kiaulienos dešra WELL DONE, a. r., 300 g",1.99,https://cdn.barbora.lt/products/6896d6bc-6bf7-4c79-bc77-1f4a9987495b_s.png
Maxima,"Burekas su sūriu ir špinatais, 85 g",0.69,https://cdn.barbora.lt/products/47dfc4c1-eadd-4091-949b-e4f9ec9f092a_s.png
Maxima,"Kvapnūs šiukšlių maišai,60l,10vnt.,63x72",2.49,https://cdn.barbora.lt/products/69aed304-b6aa-4fa2-8ec0-0121a3d257ac_s.png
Maxima,"Kepinti sūdyti anakardžiai ARIMEX, 100 g",1.65,https://cdn.barbora.lt/products/c8c5c69a-2d07-4971-a40c-8d90180a4178_s.png
Maxima,"Vaikiškas dantų šepetėlis JORDAN, minkštas, 3-5 m., 1 vnt.",2.89,https://cdn.barbora.lt/products/bec52971-8703-4027-a49e-7964dd59f244_s.png
Maxima,"Vaikiški makaronai WELL DONE (gyvūnėlių formos), 500 g",0.69,https://cdn.barbora.lt/products/689c6566-07f0-4514-a9a0-aad82114edc5_s.png
Maxima,"Juodosios alyvuogės griežinėliais WELL DONE, 220 g",1.25,https://cdn.barbora.lt/products/ad437612-d4b0-4521-b3a9-08e46e8d8477_s.png
Maxima,"Besėklės razinos SEEBERGER, 200 g",1.89,https://cdn.barbora.lt/products/05ab4ec3-9ec5-4c1b-990e-7d6a62df9174_s.png
Maxima,"Sriubos prieskoniai SAUDA, be druskos, 50 g",0.59,https://cdn.barbora.lt/products/f39efe71-d1ef-4521-8992-a2ba795f311a_s.png
Maxima,"Džiovintų vaisių mišinys ARIMEX PREMIUM, 300 g",2.75,https://cdn.barbora.lt/products/9d639af6-ee9a-4940-ac96-3ec3d170937b_s.png
Maxima,"Vaikiška dantų pasta JORDAN vaisių skonio,0-5 metai, 50 ml",2.79,https://cdn.barbora.lt/products/4bf1b9d1-4a46-4a8e-8022-10ff06e4454a_s.png
Maxima,"ŽOLYNĖLIO DZŪKIJOS žolelių arbata, 30 g",1.13,https://cdn.barbora.lt/products/774137b5-58a0-40ee-8aca-32fa5ff1206f_s.png
Maxima,"Biskvitiniai pyragaičiai MILKA TENDER MOO, 140 g",1.95,https://cdn.barbora.lt/products/f1d1d16f-e596-4bd2-a796-d329bae38e66_s.png
Maxima,"Valgomieji KARALIŠKI karameliniai ledai su lazdynų riešutais, 420 g",4.14,https://cdn.barbora.lt/products/9914eb03-38e4-45fd-8327-dc594bf477cf_s.png
Maxima,"Dantų šepetėliai JORDAN ULTRALITE SOFT, 2 vnt., 2 vnt.",3.79,https://cdn.barbora.lt/products/6252270d-de01-41f9-b5d3-be01c271fed4_s.png
Maxima,"Kepintų riešutų miš. su džiovintais vaisiais ARIMEX PREMIUM, 250 g",2.99,https://cdn.barbora.lt/products/4e0b40d0-3e7a-4fdb-b544-2a10395dab21_s.png
Maxima,"Šokoladiniai KALĖDŲ SENELIAI KIT KAT, 3 vnt., 51 g",2.29,https://cdn.barbora.lt/products/8f4166bf-ebcb-48c8-94ad-3d1974124b37_s.png
Maxima,"Apelsinų žievelės su juoduoju šokoladu RŪTA, 100 g",3.99,https://cdn.barbora.lt/products/184747d5-2125-400c-8b63-6fb81d36d36e_s.png
Maxima,"Skutimosi putos GILLETTE Sensitive, 200+100ml",3.69,https://cdn.barbora.lt/products/e2ddc4b9-a70d-4608-ab5c-342f539c8560_s.png
Maxima,"Maltos mėsos prieskoniai SANTA MARIA, 30 g",0.49,https://cdn.barbora.lt/products/ba845641-231a-4db6-840b-431394a79085_s.png
Maxima,"Kepsnių prieskoniai SAUDA, 100 g",0.55,https://cdn.barbora.lt/products/1e4fb400-f833-4414-a99a-aa26858d29f7_s.png
Maxima,"Varškės sūrio užkandis TARTARE L'APERITIF PROVENCE,70% rieb., 100 g",2.99,https://cdn.barbora.lt/products/906c2f29-247f-43fc-a2e7-bc3768f35a24_s.png
Maxima,"Gabalinis tualetinis muilas PALMOLIVE BLACK ORCHID, 90 g",0.99,https://cdn.barbora.lt/products/cad00446-02d9-490f-9290-8922d3dbb4ab_s.png
Maxima,"Aštrus SUSLAVIČIAUS pomidorų padažas su 5 rūšių pipirais, 500 g",1.72,https://cdn.barbora.lt/products/facc1fc1-a48a-40c0-b76b-4a2eff5ca47e_s.png
Maxima,"WC valiklis-gaiviklis BREF POWER AKTIV LEMON, 150 g",3.65,https://cdn.barbora.lt/products/ce528717-7893-4c95-8388-42aca8fbdfa8_s.png
Maxima,"Konservuotas visavertis kačių ėdalas FRISKIES, 12 x 85 g, 1.02 kg",3.49,https://cdn.barbora.lt/products/374b955c-f505-4bda-85af-0fdbe6c7a212_s.png
Maxima,"Med. vienkartinės šakutės ILAJA, 10 vnt.",0.99,https://cdn.barbora.lt/products/1bd32509-fd9c-48ff-b278-e1dd5fb49789_s.png
Maxima,"Med.vienkartiniai šaukštai ILAJA, 10 vnt",0.99,https://cdn.barbora.lt/products/921555a3-9fe0-427b-802b-2711c18d0769_s.png
Maxima,"Saldainiai PERGALĖ SWEET WINTER, 1 kg",5.49,https://cdn.barbora.lt/products/9d50e522-ec40-43ac-b51c-5fbe9ea167e5_s.png
Maxima,"Čederio sūris VINTAGE WELL DONE PREMIUM, 48 % rieb. s. m., 200 g",3.99,https://cdn.barbora.lt/products/a1113a4d-db3b-4c78-97f2-a9d40447053b_s.png
Maxima,"Lėtai virti jaučių šonkauliai WELL DONE PREMIUM, 450 g",6.99,https://cdn.barbora.lt/products/0f5c5ec4-9582-4883-9e2a-655600293d61_s.png
Maxima,"Juodojo šokolado triufeliai WELL DONE PREMIUM, 100 g",3.59,https://cdn.barbora.lt/products/a5704b72-dfb7-48e4-bda1-c268e0918b6f_s.png
Maxima,"Šaldyta citrininė morenginė tartaletė WELL DONE PREMIUM, 480 g",5.99,https://cdn.barbora.lt/products/5d1b4c45-290a-43ff-a6e8-8ea09ef66f80_s.png
Maxima,"Šaldyta riešutų tartaletė, WELL DONE PREMIUM, 420 g",5.99,https://cdn.barbora.lt/products/709e8fb7-2ce2-45c9-bc01-a2c3cde64aba_s.png
Maxima,"Kepimo milteliai SANTA MARIA, 45 g",0.74,https://cdn.barbora.lt/products/e29de1a4-05c4-4378-afcf-b33cfd9c4618_s.png
Maxima,"Kvietiniai tortilijų laiveliai OLD EL PASO, 193 g",1.49,https://cdn.barbora.lt/products/078ece92-6170-4b80-8312-952b0248a098_s.png
Maxima,"Šokoladinis plombyras POLS, 75 g",1.49,https://cdn.barbora.lt/products/d8df6bd1-01a5-4374-a254-d8c292097ca5_s.png
Maxima,"Originalus SUSLAVIČIAUS pomidorų kečupas be pridėtinio, 480 g",1.81,https://cdn.barbora.lt/products/ffef920b-b1a4-41b2-b64e-b9351eb44512_s.png
Maxima,"Indaplovių skalavimo skystis BALANCE, 450 ml, 450 ml",3.05,https://cdn.barbora.lt/products/9978de95-08b5-42f9-a0dc-0057d3d04f8c_s.png
Maxima,"Pjaustyta vytinta dešra TOLEDO ESPANA, I r., 80 g",1.69,https://cdn.barbora.lt/products/71c7f8ee-f2d3-4d97-8364-1ae718c538c8_s.png
Maxima,"Artišokų užtepėlė WELL DONE PREMIUM, 190 g",1.69,https://cdn.barbora.lt/products/59ddbbff-5758-431e-b3e9-b4e95fa31b8c_s.png
Maxima,"Juodasis šokoladas WELL DONE PREMIUM ALMOND & ORANGE, 100 g",2.79,https://cdn.barbora.lt/products/b05b301c-52b1-4f08-9c83-c90931ee3d9b_s.png
Maxima,"Vaisinė arbata ŽOLYNĖLIS su obuoliais ir spanguolėmis, 20 vnt.",1.31,https://cdn.barbora.lt/products/db501e4d-643a-40b9-8ea1-2c530f8d7f4b_s.png
Maxima,"Duonos traškučiai BON CHANCE su česnakais, 120 g",1.19,https://cdn.barbora.lt/products/8fb2e577-b631-4160-9195-0493f34372af_s.png
Maxima,"Malti juodieji pipirai SAUDA, 30 g",0.76,https://cdn.barbora.lt/products/6638f083-19e7-417c-9a41-aec8b6a3a263_s.png
Maxima,"MARGARITOS KAKĖS MAKĖS vonios putos vaikams, 250 ml",2.89,https://cdn.barbora.lt/products/f2896126-2620-425d-9d2c-f12e516ef1e9_s.png
Maxima,"Sausas kačių ėdalas FRISKIES su vištiena ir daržovėmis, 1 kg",3.21,https://cdn.barbora.lt/products/e07dce3c-a4ed-44ea-be85-c14adcb90e84_s.png
Maxima,"Vaisinė arbata ŽOLYNĖLIS su imbieru ir citrinomis, 100 g",2.39,https://cdn.barbora.lt/products/30663c33-da8c-435f-b00f-6bbbb0ec718a_s.png
Maxima,"Zefyrai LAIMA MAIGUMS aplieti šokoladu, vanilės skonio, 175 g",2.09,https://cdn.barbora.lt/products/3bb642c8-45ef-456a-b6b2-a1af937b0e8e_s.png
Maxima,"Barbekiu padažas HELLMANN'S, 430 ml",2.27,https://cdn.barbora.lt/products/7a47b696-246f-4095-beb8-56bc32386d75_s.png
Maxima,"Pieninis šokoladas MILKA su imbierų skonio sausainiais, 300 g	",3.99,https://cdn.barbora.lt/products/4115396f-2952-4ecf-b978-f94251bad712_s.png
Maxima,"Konservuotas kačiukų ėdalas SHEBA KITTEN padaže, 340 g",2.3,https://cdn.barbora.lt/products/e393204c-9be3-4ac9-8edd-a55100045618_s.png
Maxima,"Šokoladinis pyragas, 400 g",2.69,https://cdn.barbora.lt/products/89eecb63-b9a8-45eb-8eae-7a27a1e241c9_s.png
Maxima,"Saulėje džiovinti pomidorai su kaparėliais WELL DONE PREMIUM, aliejuje, 530 g",3.99,https://cdn.barbora.lt/products/92e982b8-90ea-4343-beeb-369de56618a0_s.png
