shop_name,product_name,shelf_price,image_url
Rimi,"Grūdėta varškė PIENO ŽVAIGŽDĖS, 7%, 350g",2.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_904617_PCE_LT"
Rimi,"Sl. bandelės su cinam. LIETUVOS KEPĖJAS, 320g",3.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_914287_PCE_LT"
Rimi,"Vanilinis cukrus, 16g",0.37,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_149478_PCE_LT"
Rimi,"Šaldyti bulviniai blynai FARM FRITTES, 540 g",2.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_286624_PCE_LT"
Rimi,"Žaliosios lapinės salotos RIMI, 1vnt",0.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815948_PCE_LT"
Rimi,"Grikių kruopos GALINTA, 800 g",2.89,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_133214_PCE_LT"
Rimi,"Gaz.kolos sk.gaiv. gėrimas, COCA COLA ZERO, 1",1.65,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1360569_PCE_LT"
Rimi,"Virtos GIMINIŲ dešrelės, a.r., 260g",2.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_259647_PCE_LT"
Rimi,"Tuno gabaliukai savo sultyse RIMI MSC, 185g",1.89,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_150/d_ecommerce:backend-fallback.png/MAT_803886_PCE_LT"
Rimi,"DVARO varškė, 9 % rieb., 1 kg",7.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_150/d_ecommerce:backend-fallback.png/MAT_915818_PCE_LT"
Rimi,"Gr. nat. jogurtas GRAIKIŠKA AMFORA, 3,9%,200g",1.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_927780_PCE_LT"
Rimi,"Pop. rankšl. RIMI , 2 sl. 600 l.",4.79,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_816077_PCE_LT"
Rimi,"Šaldytų daržovių mišinys HORTEX MEXICO, 400 g",1.79,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_224240_PCE_LT"
Rimi,"Kepimo milteliai, 30g",0.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_149477_PCE_LT"
Rimi,"Tuno filė savo sultyse RIMI,MSC 3 x 80 g",4.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_804917_PCE_LT"
Rimi,"Ekologiški špinatai BABY I LOVE ECO, 65g",1.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_906229_PCE_LT"
Rimi,"Šald. krevetės R SEAFOOD, ASC, 31/40, 300 g",7.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_965723_PCE_LT"
Rimi,"Šok. valg. ledai vaflin. ind. RIMI, 120ml/65g",0.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_808813_PCE_LT"
Rimi,Pistacijos kepintos ir sūdytos PIGIAU 500g,7.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_123630_PCE_LT"
Rimi,"Šald. matjes silkių filė be odos NOWACO, 350g",7.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_955084_PCE_LT"
Rimi,"Vaniliniai valg. ledai KLASIKA, 1 l / 500 g",4.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_212298_PCE_LT"
Rimi,"Duona SUMUŠTINIŲ, 500 g",1.27,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_150/d_ecommerce:backend-fallback.png/MAT_252587_PCE_LT"
Rimi,"Saul. dž. pomidor. aliej. RIMI, 280 g / 180 g",2.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_150/d_ecommerce:backend-fallback.png/MAT_809489_PCE_LT"
Rimi,"Baterijos ENERGIZER POWER LR06 AA, 4 vnt.",4.09,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_150/d_ecommerce:backend-fallback.png/MAT_430060_PCE_LT"
Rimi,Pomidorų pasta KĖDAINIŲ KONSERVAI 250g,1.89,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_161465_PCE_LT"
Rimi,"Švž. ančiukų filė su oda LAPINO PUOTA, 1 kg",12.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_285144_KGM_LT"
Rimi,"Viso grūdo kapotos avižos MALSENA, 500 g",1.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1002406_PCE_LT"
Rimi,"Klasik. grietin. valg. ledai POLS, 120ml/ 75g",1.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_949071_PCE_LT"
Rimi,"Fasuotos bulvės RIMI 45+, kg",0.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_816008_KGM_LT"
Rimi,"Vaniliniai valg. ledai BALTIJA, 150 ml / 95 g",2.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_209527_PCE_LT"
Rimi,"Negazuotas mineralinis vanduo NEPTŪNAS, 1,5l",0.85,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1359670_PCE_LT"
Rimi,"Valg. ledai ESKIMO KARVUTĖ KLASIKA, 70 ml/60g",1.09,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_274314_PCE_LT"
Rimi,"Grikių kruopos SKANĖJA, 500 g",2.09,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_142887_PCE_LT"
Rimi,"Traški 3 sūrių pica su įd. krašt. RIMI, 434 g",4.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_808706_PCE_LT"
Rimi,"Šald. pavasariškas darž. mišinys RIMI, 400 g",1.15,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801516_PCE_LT"
Rimi,"SUMUŠTINIŲ batonas, 350g",0.79,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_248730_PCE_LT"
Rimi,"Malta kava LAVAZZA QUALITA ORO, 250 g",9.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_150/d_ecommerce:backend-fallback.png/MAT_111032_PCE_LT"
