product_name,shelf_price,per_unit_price,image_url
Sėklų mišinys duonai ARIMEX 100g,1.45,14.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_157104_PCE_LT"
"Terijakio padažas SANTA MARIA, 300ml",5.99,19.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_104059_PCE_LT"
"Džiovintos slyvos be kauliukų AWAKE, 400g",2.59,6.41,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_804362_PCE_LT"
"Vanil. plombyras NYKŠTUKAS su migd., 80ml/63g",1.29,16.13,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_279606_PCE_LT"
"Lipnūs vidutin. grūdų sušių ryžiai AJI, 500g",2.29,4.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_179604_PCE_LT"
"Kons. anan. griež. sirupe RIMI, 567 g / 340 g",2.29,6.74,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_811660_PCE_LT"
"Kačių ėdal.triuš. GOURMET vienetų,85g",0.99,11.65,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7005660_PCE_LT"
"Traškus žemės riešutų kremas ULDUKAS, 300 g",3.89,12.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_197358_PCE_LT"
"Kuk. traškučiai su sūriu, SANTA MARIA, 185g",2.79,15.08,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_174870_PCE_LT"
"Juoda duona su saulėgrąžomis AGOTA, 375g",1.51,4.03,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_271036_PCE_LT"
"Kvietiniai minkšti TAKO RIMI PLANET, 240g",2.35,9.79,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_811274_PCE_LT"
"Univ. Kempinėlė VILEDA Slalom, 2vnt",3.49,1.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7018719_PCE_LT"
"Valg. vaniliniai ledai KARALIŠKI, 800 ml/385g",8.49,22.05,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_976596_PCE_LT"
"Džiovintų uogų mišinys ARIMEX KIDS 1GO, 50 g",1.29,25.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001469_PCE_LT"
"Tortilija su burokėliais SANTA MARIA, 240 g",3.69,15.38,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1007703_PCE_LT"
"Kiaulienos sprandinė be kaulo, 1 kg",3.99,3.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_811458_KGM_LT"
"Van. plombyras tarp sausainių POLS, 140ml/75g",1.89,25.2,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_982889_PCE_LT"
"Lęšiai BONDUELLE VAPEUR, 310 g/265 g",2.65,10.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_173286_PCE_LT"
"Konservuoti žalieji žirneliai RIMI, 400g/280g",1.69,6.04,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801106_PCE_LT"
"Slyviniai pomidorai RIMI 1 kl., 500 g",2.49,4.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_295321_PCE_LT"
"Varškės sūris su želė gab., MAGIJA, 7 %, 1 kg",7.69,7.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_945813_KGM_LT"
"Kukurūzų lazdelės, 210g",1.69,8.05,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_117341_PCE_LT"
"Abrikosų džemas RIMI EXTRA, 450 g",4.59,10.2,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_803226_PCE_LT"
"Ekologiški kukurūzai I LOVE ECO, 30 g",1.39,46.33,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_810276_PCE_LT"
"Avinžirniai BONDUELLE VAPEUR, 310g/265g",2.05,7.74,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_173297_PCE_LT"
"Sulčių gėrimas RIMI persikų ir vynuogių, 200",0.26,1.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_812371_PCE_LT"
"Plaut., pjaust. salotos ICEBERG, 200g",1.25,6.25,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_988181_PCE_LT"
"Sūdyti agurkai RIMI, 670 g / 390 g",1.99,5.1,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_807146_PCE_LT"
"Šalt.rūk. KLASIKINIS saliamis griež.,a.r.,90g",3.99,44.33,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_257364_PCE_LT"
Saul. džiov. pomidorai PIACELLI 280g/148g,3.59,24.26,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_174477_PCE_LT"
"Žirneliai KĖDAINIŲ KONSERVAI, 690 g / 450 g",2.35,5.22,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_134976_PCE_LT"
"Malta kalendra SALDVA, 25g",0.76,30.4,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_154784_PCE_LT"
"Kvietinės tortilijos RIMI PLANET, 320 g",2.29,7.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_808518_PCE_LT"
"Greitai užšaldytos braškės RIMI SMART, 1 kg",3.99,3.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815636_PCE_LT"
"Sūdyti spraginamieji kukurūzai RIMI, 90 g",0.91,10.11,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_813128_PCE_LT"
"Karamelė su įdaru BIM-BOM, 1kg",4.39,4.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_172389_KGM_LT"
"Marinuoti agurkai RIMI, 1650 g / 900 g",4.89,5.43,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_812088_PCE_LT"
"Viščiukų vidinė filė be antib. RIMI, 400 g",2.99,7.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_816943_PCE_LT"
"Ramen makaronai SANTA MARIA, 200g",3.29,16.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_177890_PCE_LT"
"Ispaninių šalavijų sėklos AMRITA, 300g",6.49,21.63,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_171309_PCE_LT"
"Kietas sūris DŽIUGAS 12 mėn., 40 %, 150 g",2.39,15.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_905306_PCE_LT"
"Saulėgrąžų sėklų branduoliai AWAKE, 150g",0.49,3.27,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_804397_PCE_LT"
"Kaparėliai RIMI, 100 g / 60 g",1.29,21.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_809490_PCE_LT"
"Sumušt. su višt. kebabo mėsa ŽALGIRIO, 255 g",1.8,7.06,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_959043_PCE_LT"
"Makaronai BARILLA FUSILLI Nr. 98, 500 g",2.29,4.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_136903_PCE_LT"
"Džiovintos slyvos be kauliukų RIMI, 200 g",3.15,15.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_805597_PCE_LT"
"Kokosų gėrimas SANTA MARIA LIGHT, 250 ml",2.59,10.36,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_196377_PCE_LT"
"Kempinės MARINE 5vnt vidut. 2,6x9,5x6,3",0.99,0.2,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801719_PCE_LT"
"Kukurūzų traškuč.RIMI NACHO CLASSIC,200g",2.29,11.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_808729_PCE_LT"
"Greitai užšald. sluoksniuota tešla RIMI, 500g",1.69,3.38,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_809661_PCE_LT"
"Lašiša savo sultyse RIMI, 170 g",3.09,25.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_808808_PCE_LT"
"Saulėgrąžų sėklos RIMI kepintos,sūdytos, 300g",2.99,9.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_812428_PCE_LT"
"Šok. sk. saus. su val. ledais OREO, 110ml/70g",2.55,31.88,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_976964_PCE_LT"
"Ožkų p. sūris sal. OLYMPUS, 23% rieb., 150g",2.99,19.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_924357_PCE_LT"
"Ekologiškas obuolių actas DETOX, 500 ml",3.59,7.18,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_197841_PCE_LT"
"Napoletana makaronų padažas RIMI, 390 g",2.69,6.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_811901_PCE_LT"
"Sardinės aliejuje RIMI, 90 g / 63 g",1.55,24.6,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815527_PCE_LT"
"Ekol. vaisių, grūd. tyrelė I LOVE ECO, 120 g",1.29,10.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_810936_PCE_LT"
"Baltųjų ryžių actas JADE BRIDGE, 150 ml",1.19,7.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_186093_PCE_LT"
"Chalapos paprikos RIMI PLANET, 335/160g",4.89,30.56,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_812265_PCE_LT"
"Karštai rūkyta PANEVĖŽIO filė, a. r., 1 kg",8.99,8.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_905162_KGM_LT"
"Gazuotas šaltinio vanduo RIMI, 1,5l",0.59,0.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1358793_PCE_LT"
"Džiovintų mangų juostelės, 100g",5.39,53.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_156938_PCE_LT"
"Grietinė ŽALOJI KARVUTĖ, 20 % rieb., 400 g",1.99,4.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_902206_PCE_LT"
"Duonos traškučiai su svog., BON CHANCE, 240g",2.99,12.46,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_164785_PCE_LT"
"Sezamų aliejus ICA ASIA, 150ml",4.19,27.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_810827_PCE_LT"
"Migdolų gėrimas VALSOIA , 1l",1.99,1.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_916402_PCE_LT"
"Duonos traškučiai su česnak. BON CHANCE, 240g",2.99,12.46,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001731_PCE_LT"
"Tep. varškės kremas VILKYŠKIŲ, 19 %, 150 g",1.65,11.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4002394_PCE_LT"
"Vanilinis plombyras NYKŠTUKAS, 800 ml / 400 g",8.49,21.22,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_277218_PCE_LT"
"Valg. ledai DIONE su sūr. ir sp., 475 ml/376g",8.99,23.91,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_932156_PCE_LT"
"Greitai užšald. avietės ir mangai RIMI, 400 g",3.89,9.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_812719_PCE_LT"
"Avių pieno sūris ICA PECORINO, 200 g",4.89,24.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_807593_PCE_LT"
"Makaronai BARILLA FARFALLE, 500 g",2.29,4.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_106543_PCE_LT"
"Šald. lietiniai su varškės įd. RESTERA, 400 g",4.89,12.22,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_263312_PCE_LT"
"Sojų padažas HEINZ, 150 ml",2.99,19.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_163814_PCE_LT"
"Lietiniai su kumpio ir sūrio įdaru , 400 g",3.19,7.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4004138_PCE_LT"
"Koldūnai su kiauliena VIČI TRADITIONAL, 400 g",3.79,9.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_296506_PCE_LT"
"Pomidorų gabaliukai su raudonėl., RIMI, 400 g",1.79,4.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_807756_PCE_LT"
"Ryžių popierius ICA ASIA, 140 g",2.95,21.07,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_812845_PCE_LT"
"Lyd. sūris su pelės. VILVI MEMEL, 40 %, 140 g",2.45,17.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_279902_PCE_LT"
"Varškės užtepėlė su čes. VILKYŠKIŲ, 18%, 150g",1.65,11.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_905238_PCE_LT"
"Ekolog. saulėgrąžų aliejus BIONATURALIS, 1l",6.19,6.19,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_188840_PCE_LT"
"Datulės MEDJOUL, 1 kg",11.99,11.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_970676_PCE_LT"
Metaliniai šveistukai MARINE 2 vnt 12g,0.85,0.43,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801717_PCE_LT"
"Smulkintas tunas pom. pad. RIMI, MSC 185 g",1.89,10.22,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_803889_PCE_LT"
"Džiovintų uogų ir riešutų mišinys 1GO, 50 g",1.35,27.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001468_PCE_LT"
"Ekol. kukur. lęš. užkandis I LOVE ECO, 20 g",1.79,89.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_811472_PCE_LT"
"Šaldyti picų papločiai VIČI, 2 x vnt, 320 g",2.39,7.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_280796_PCE_LT"
"Kar. valg. ledai su kar. įd. DADU, 120ml/ 70g",1.19,17.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_298887_PCE_LT"
"Virtiniai su varške ir mėlyn. MANTINGA, 230 g",4.99,21.7,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_973339_PCE_LT"
"Sūris ROKIŠKIO MOZZARELLA, 45 %, 200 g",3.15,15.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_994326_PCE_LT"
"Pjaust. raudonas kopūstas FIT & EASY, 300 g",0.84,2.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4005347_PCE_LT"
"Čederio raudonasis sūris MILD SALLING, 200 g",2.59,12.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_816767_PCE_LT"
"Mažai rūkytas LIETUVIŠKAS kumpis, a.r., 1kg",9.59,9.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_916888_KGM_LT"
"PANKO džiūvėsėliai AJI, 200g",3.29,16.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_194214_PCE_LT"
"Žal. alyvuogės RIMI su paprik., 235 g / 142 g",1.95,13.73,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_802898_PCE_LT"
"Sūrūs krekeriai TUC ORIGINAL, 100 g",1.69,16.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_100854_PCE_LT"
"Saldainiai su žemės riešutais CANDY NUT, 1kg",8.99,8.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_179045_KGM_LT"
"Vover. pad. sk. bulvių traškučiai LAYS, 110 g",2.49,22.64,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001461_PCE_LT"
"Gėr. persikų, mand. sk. ALLNUTRITION, 330 ml",1.79,5.42,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1375952_PCE_LT"
"Salotų mišinys PROVANSO RIMI, 150 g",1.29,8.6,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_297792_PCE_LT"
"Makaronai RIMI SPAGHETTI, 500 g",1.19,2.38,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801167_PCE_LT"
"Sušiai su rūkyta lašiša, 200g",3.99,19.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_930304_PCE_LT"
"GAMTOS raug. pasukos su av. sėm., 0,7%, 0,5kg",1.25,2.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_276551_PCE_LT"
"Ties. bulvytės kepti orkait. FARM FRITES,750g",3.45,4.6,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_207395_PCE_LT"
"Pomidorų sultys RIMI, 1 l",1.59,1.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801015_PCE_LT"
"Kvietiniai miltai KAUNO GRŪDAI, 550 C, 2 kg",2.19,1.1,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1007544_PCE_LT"
"Ekol. jogurtas su van. DOBILAS, 2,0-3,5%,300g",1.75,5.83,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_299224_PCE_LT"
"Šald. pica kump., pesto pad. DR. OETKER, 360g",3.59,9.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_940031_PCE_LT"
