product_name,shelf_price,per_unit_price,image_url
"Dribsnių batonėlis NESTLE FITNESS, 23,5 g",0.69,28.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_185575_PCE_LT"
"Hig. dieniniai paketai LADY ANION, 10vnt.",3.55,3.55,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7081047_PCE_LT"
"Vyr.pl. šampūnas nuo pl., NIVEA POWER, 250ml",4.79,19.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_789985_PCE_LT"
"Ekol.nerafin.kokosų aliejus AMRITA, 200ml",3.85,21.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_176535_PCE_LT"
"Lūpų balzamas NIVEA WATERMELON, 4,8 g",3.79,758.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7092895_PCE_LT"
"Gvakamolės padažas OLD EL PASO, 320 g",3.59,11.22,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_198306_PCE_LT"
M puskojinės ORI STAR 20d NERO,2.99,2.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7064421_PCE_LT"
M puskojinės ORI STAR 20d NEUTRO,2.99,2.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7064423_PCE_LT"
"Sūris BRIE PRESIDENT, 60% rieb., 200g",4.39,21.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_200696_PCE_LT"
"Sausas kačių ėdalas su vištiena FRISKIES, 1kg",4.79,4.79,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_117886_PCE_LT"
"Ekolog. mangų tyrelė PONN, nuo 4 mėn, 100 g",1.75,17.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7096822_PCE_LT"
"Slyviniai pomidorai I LOVE ECO, 500 g",1.99,3.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_965932_PCE_LT"
"Saldainiai PERGALĖ VILNIUS ORIGINAL, 380g",12.69,33.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_196334_PCE_LT"
"Traškučiai PRINGLES CHEESE&ONION, 165g",2.99,18.12,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_127409_PCE_LT"
"Ekologiškas tamsus agavų sirupas RAW, 250 ml",5.69,22.76,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_171253_PCE_LT"
"Sūris ""P’tit"" Brie, 125g",3.79,30.32,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_922634_PCE_LT"
"Vyr.puršk.dez. NIVEA BLACK&WHITE INVIS.,250ml",6.59,26.36,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7066202_PCE_LT"
"Pom. padažas KĖDAINIŲ KONSERVAI NATURAL, 500g",2.59,5.18,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_146952_PCE_LT"
"Losj. po skutim., NIVEA MEN SENSITIVE, 100ml",12.79,127.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7015057_PCE_LT"
"Dribsniai KELLOGG'S SMACKS, 330 g",4.29,13.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_199755_PCE_LT"
"Hig. paketai ALWAYS ULTRA SUPER PLUS, 16vnt.",4.79,0.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_400040_PCE_LT"
"Bananų nektaras RIMI, 1 l",1.69,1.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_803422_PCE_LT"
"Prieskoniai karštam vynui SALDVA, 40 g",1.49,37.25,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_159194_PCE_LT"
"Įv. vais. sult. su vit. C, HOHES C PLUS, 1 l",2.95,2.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1368188_PCE_LT"
"Mot. pėdk. IMMAGINE MICRO SLIM 100, NERO, 2d.",6.49,6.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7191156_PCE_LT"
"Tyrė su braškėmis ir bananais ICA, 120 g",1.45,12.08,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_814347_PCE_LT"
"MIESTO koldūnai RIMI SMART, 1 kg",1.39,1.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_814765_PCE_LT"
"Kukurūzų lazdelės su morkomis, 100 g",1.89,18.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_179321_PCE_LT"
"Sulčių gėrimas su ban. ir brašk. RIMI, 200 ml",0.26,1.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815162_PCE_LT"
"Virtas, karšt. rūk. kiaul. kumpis RIMI, 200 g",2.35,11.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815554_PCE_LT"
"Valg. ledai su mangų įd. RIMI, 120 ml / 65 g",0.89,13.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815548_PCE_LT"
"Daržovių asorti RIMI, 860 g / 460 g",3.79,8.24,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_814051_PCE_LT"
"Džiovinti ananasai ARIMEX, 100g",2.99,29.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1003781_PCE_LT"
"Mot.rutul.dez., NIVEA BLACK&WHITE FRESH, 50ml",4.99,99.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7150673_PCE_LT"
"Šok.keksiukų kep. mišinys RIMI FREEFROM,500g",2.49,4.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_813708_PCE_LT"
"Karamelinis saldainis FIZZY GIGA, 50 g",1.29,25.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_191314_PCE_LT"
"Šokolado skonio mini vafliai SELGA, 250 g",3.79,15.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_193688_PCE_LT"
Šviesą atspindintis pakabukas Meška,1.99,1.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7122318_PCE_LT"
"Sūris DANABLU EUROPE'S FINEST, 100g",3.19,31.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_924157_PCE_LT"
"Antlantinė skumbrė aliejuje NORTHLAND, 240 g",1.89,13.13,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_801764_PCE_LT"
"Vafliai su spanguolių įdaru SELGA, 180 g",1.75,9.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1003248_PCE_LT"
"Prezervatyvai DUREX PERFORMAX INTENSE, 10vnt.",14.99,1.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7075245_PCE_LT"
"Dantų pasta ELMEX CARIES PROTECTION, 75ml",6.49,86.53,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7113929_PCE_LT"
"Malta kava SELECTION BY RIMI BRAZIL, 250 g",6.29,25.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_804468_PCE_LT"
"Vais. arbata su brašk. rabar. LOYD, 20 x 2 g",2.99,74.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_163136_PCE_LT"
"Brašk. van. sk. vaisinė arbata LOYD, 20 pak.",2.99,74.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_172089_PCE_LT"
"Troškinta elniena BALTIC WILD, 250g",5.99,23.96,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_915020_PCE_LT"
"Marinuotas imbieras ICA ASIA, 190 g",2.85,15.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_813742_PCE_LT"
"Ekol. košė obuol. saus. HIPPBIO, 4 mėn, 190 g",2.69,14.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_103868_PCE_LT"
"Ekol. avižinių dribsnių košė HIPP BIO, 250 g",5.29,21.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_746011_PCE_LT"
KILIG HYDRAT. intens. drėk.kr.norm.veid. 50ml,10.19,203.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7235306_PCE_LT"
"Saulėgrąžų aliejus NATURA, 1,5l",5.99,3.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_170606_PCE_LT"
"Balzamas po skut., NIVEA MEN SENSITIVE, 100ml",12.79,127.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_402112_PCE_LT"
"Skut. želė NIVEA MEN SENSITIVE COOLING, 200ml",6.79,33.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7157243_PCE_LT"
"Raud. medaus, vanilės sk. arbata LOYD, 40 g",2.99,74.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1002685_PCE_LT"
"Sūrio sriuba su skrebučiais KNORR, 22g",0.79,35.91,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_162632_PCE_LT"
"Mot.rut.antip.NIVEA INVISIB. BLACK&WHITE,50ml",4.99,99.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7003097_PCE_LT"
"Rut.dezod.mot.NIVEA BLACK & WHITE PURE,150ml",4.99,99.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7003098_PCE_LT"
"Higieniniai įklotai ALWAYS NORMAL, 80 vnt.",7.29,0.09,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7163312_PCE_LT"
"Mot. pėdk. IMMAGINE BODY PLUS 40, NEUTRO, 2d.",6.49,6.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_795835_PCE_LT"
"Mot. pėdk. IMMAGINE BODY PLUS 40, NEUTRO, 4d.",6.49,6.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_795837_PCE_LT"
"Pomidorų sultys RIMI, 0,33 l",0.99,3.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1369593_PCE_LT"
"Mėtų sk. kramtom. saldainiai, MENTOS, 37,5g",1.09,28.68,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_100872_PCE_LT"
"Morkų nektaras RIMI, 0,75 l",1.09,1.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1367773_PCE_LT"
"Moteriškos pėdkelnės ORI TALIA 40, NERO, 2 d.",5.99,5.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7142410_PCE_LT"
"Moteriškos pėdkelnės ORI TALIA 40, NEUTRO, 4",5.99,5.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7157219_PCE_LT"
"Moteriškos pėdkelnės ORI TALIA 40, NEUTRO, 3",5.99,5.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7157248_PCE_LT"
"Banan. ob. persik. morkų nekt. KUBUŠ, 0,85 l",1.89,2.1,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1354718_PCE_LT"
"Malta kava ILLY FILTER COFFEE, 250 g",12.79,51.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_156179_PCE_LT"
"Ekol. avižinė košė su ob., aviet. AUGA, 60 g",1.49,24.83,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001342_PCE_LT"
"Plaukų lakas NIVEA VOLUME SENSATION, 250ml",7.19,28.76,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_406663_PCE_LT"
"Gaudos skon. lyd. produktas RIMI SMART, 150 g",0.99,6.6,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_815187_PCE_LT"
"Grietin. ledai su aviečių įd. KLASIKA, 82 ml",1.99,28.43,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4003049_PCE_LT"
"Kepti varškėčiai DONE COOKIN, 400 g",4.99,12.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4004759_PCE_LT"
"Sūrio pyr. sk. valg. ledai KLASIKA, 120ml/75g",1.09,14.53,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4007268_PCE_LT"
"Darž. mišinys ukrain. barščiams BAUER, 400 g",1.49,3.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_4008689_PCE_LT"
"Vytinta jautienos BERNŲ dešra, a.r., 200g",7.99,39.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_917541_PCE_LT"
"Higieniniai įklotai ALWAYS NORMAL, 60vnt.",5.99,0.1,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7141808_PCE_LT"
Klasikinis stalo žaidimas kortos UNO,10.99,10.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_439357_PCE_LT"
"Mot. pėdk. IMMAGINE MICRO CHANCE 150,NERO,2d.",6.99,6.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7191146_PCE_LT"
"Avių pieno sūris TIERNO VEGA MANCHA,55%,220g",6.75,30.68,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_981267_PCE_LT"
"Ekol. mėlyn. obuol. tyrelė PONN, 4 mėn, 100 g",1.75,17.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7096832_PCE_LT"
"Užkandis PRINGLES SOUR CREAM & ONION, 70g",1.89,27.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001662_PCE_LT"
"Nealk.alaus kok.UTENOS GRAPEFRUIT, 0,5 l",1.29,2.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1362133_PCE_LT"
"Geriamoji obuolių mangų tyrė SMOOTHIE, 90 g",1.65,18.33,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7050868_PCE_LT"
"Tampoma juostelė, blizganti",3.19,3.19,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7237582_PCE_LT"
"Įv. grūdų duonos mišinys RIMI FREEFROM, 500g",2.49,4.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_813709_PCE_LT"
"Marinuoti kelmučiai BEST TIME, 530 g / 315 g",4.49,14.25,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_165020_PCE_LT"
"Riekel.pjaust. bambukų ūgliai ICA, 227g/142g",1.75,12.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_810830_PCE_LT"
"Variklio alyva AVISTA GER SAE 5W-40, 1 l",11.99,11.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7001561_PCE_LT"
"Brokolių tyrė HIPP su triušiena, 8+ m., 220 g",2.99,13.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_131183_PCE_LT"
"Ekolog. saulėgrąžų brand. ALVO ORGANIC, 350g",2.99,8.54,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1001161_PCE_LT"
"Puršk.dezod.mot.NIVEA BLACK&WHITE CLEAR,150ml",4.99,33.27,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7003096_PCE_LT"
Kovotojų rinkinys POKEMON PKW95007,11.99,11.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7256177_PCE_LT"
"Granola su cinamonu ir obuoliais, 450 g",6.49,14.42,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_177528_PCE_LT"
"Šokolad. saldainių rinkinys MERCI RED, 250g",7.29,29.16,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_256996_PCE_LT"
"Daržovių sk. bulvių traškučiai LAYS, 110 g",2.49,22.64,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1007980_PCE_LT"
"Sūrio padažo mišinys SANTA MARIA, 16g",1.39,86.87,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_177889_PCE_LT"
"Alyvuo. KALAMATA su kauliukais ICA, 240g/150g",3.49,23.27,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_806986_PCE_LT"
"BOCMANO silkių filė meks. pad. ZIGMAS, 300 g",2.29,7.63,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_942480_PCE_LT"
"Tirpioji kava SELECTION BRAZIL, 100 g",7.99,79.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_811293_PCE_LT"
"Vanilės skonio vafliai SELGA, 90 g",0.99,11.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_162356_PCE_LT"
"Šokolado skonio vafliai SELGA, 90 g",0.99,11.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_154918_PCE_LT"
"Universalios žirklės FISKARS, 21cm",24.99,24.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_506917_PCE_LT"
Vienk. skust. Gillette BLUE 3 Red 6+2vnt,9.59,1.2,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_7228466_PCE_LT"
"Saldžiar. padažas BUGA'S SWEET CHILI, 820 g",4.39,5.35,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_167063_PCE_LT"
"Šv.kviet. duonos gira GUBERNIJA, 500ml, sk.",0.99,1.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1366335_PCE_LT"
"Morkų, ob. trešnių gėrimas KUBUŠ PLAY, 0,4 l",1.09,2.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_129478_PCE_LT"
"Įv. vaisių sulčių gėrimas CIDO FRUTTO, 1,5 l",1.39,0.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,h_216,q_1,w_216/d_ecommerce:backend-fallback.png/MAT_1355541_PCE_LT"
